Post_id	Comment_id	CQ	Usefullness	Category
1897385	3892501	Welcome to Math.SE.  What have you tried?  Where are you stuck?	3	Incomplete
3676313	7554637	Is the first equation really valid only for symmetric matrices?	3	Incomplete
3252970	6724739	Is it guaranteed that the width of each box will always be an integer, or did you just use integers in your examples because they were easier to write?	3	Incomplete
246638	543507	Do you want just the questions, or the solutions as well? I can probably translate the questions fairly quickly, but translating all the solutions as well will take longer (i.e., I probably won't have time to get it done until my exams are over in a couple weeks...)	3	Incomplete
3833091	7905526	Du you mean $\hat{g}(x) = \inf \{ w | (x, w) \in Conv(epi(g)) \}$ ?	3	Incomplete
3889436	8021146	Where did this question come up? In any topological space, the constant functions are continuous, but the tools from analysis aren't really suited to tacking questions about finite spaces	3	Incomplete
4261194	8862845	Are two line segments which share a vertex in $P$ considered to "intersect"?	3	Incomplete
4285876	8921592	This is a very complex question, depending on the meaning of the word "prove": Do you mean formal proofs or do you mean the process of discovery of a proof?	3	Incomplete
3899783	8042765	Could you explain your second question? Do you not know what Top or PL is? Or do you not know what a weak equivalence is?	3	Incomplete
1878613	3851671	For $0 < x < 1$, how is $\lim_{n \to 0}f(2^nx) = f(0)$? For $0 < x < 1$, as $n \to \infty$, $2^nx \to \infty$ not $0$.	3	Incomplete
3732570	7673685	What is $\alpha$?	3	Incomplete
1376047	2802066	Please state precisely your definition of $H$. What is the domain of $H$, for example?	3	Incomplete
442289	948248	Which proof that $G$ is not simple do you know? (The immediate idea that springs to mind is the one that proves that any group of square free order is supersolvable, but that is probably more than you need)	3	Incomplete
1164729	2374183	But method b is not well defined. What is the value of Q?	3	Incomplete
4283792	8916679	What have you tried?	3	Incomplete
2328017	4792565	Is $t > 0$ ? can you clarify ...?	2	Incomplete
1607417	3339113	There are methods which will allow you to obtain an explicit approximation of $X$. Can you be more specific about the matrices $A$ and $B$. In particular, are A and B stable as is frequently the case?	2	Incomplete
530444	1133426	I see you are applying well the identities for $\tan(\sin^{-1}x)$ and $\tan(\alpha-\beta)$.  So what's the real question?  Don't you understand where these identities come from, or you got the answers without knowing which identities you used, or you have problem finishing the problem?	2	Incomplete
2993441	6176322	Is that for all $u,v\in\mathbb R^n$?	2	Incomplete
2427517	5014732	You are using many symbols without explaining them. What are $S$ and $\pi$?	2	Incomplete
1956923	4017117	Convolutions of arrangements of a multiset? What would the answer be if you started with for example $8,9,9 ?$	2	Incomplete
4382743	9160939	If ABCD is meant to be a trapezoid, which pair of lines are parallel?	2	Incomplete
4291816	8935555	Sorry, but why do you need $x_0$?	2	Incomplete
1284490	2608093	Do you need to also deal with that $y^2(1)$?	2	Incomplete
107916	252576	what is $i$ in your equation? Is it $\sqrt{-1}$? If so, what do you mean when you say the function increases when the function takes complex values?	2	Incomplete
3670437	7542746	Is $id$ guaranteed to lie in the range $0 \le id < c$?	2	Incomplete
1893584	3884152	I wonder whether you m ight expand your question somewhat. Your curve seems to be $Y^2=X^3-3267X+45630$, yes? So this curve has a cusp modulo $3$? And you are working $3$-adically? And you have a $\Bbb Q$-point $P=(-21,324)$? And you have taken the $24-$-fold multiple, which I would have written $[24](P)$? Am I right? By this point, I have gone perhaps too far out on the limb. As I say, could you expand?	2	Incomplete
3833270	7906495	Could you add some more steps? I get for the Newton step function $$N_g(x)=x-\frac{g(x)}{g'(x)}=x+x\frac{R-x^3}{2R+x^3}=x\frac{(2R+x^3)+(R-x^3)}{2R+x^3}=\frac{3Rx}{2R+x^3}.$$	2	Incomplete
2691760	5559312	What do you when you say "I can pick up to 4 pairs of gloves of my choice?"  Do you get to see the gloves before you pick them?  Also what is "a complete matching set?"  Do you mean that every glove is matched?  If so, do you stop as soon as you're satisfied?	2	Incomplete
3768049	7753650	@IanFromWashington  Can you clarify your question?  As you can see, there is some confusion.	2	Incomplete
3818550	7877817	Do you have a specific $g()$ in mind? Also, do you really want a relaxation (meaning a linearization satisfied by all feasible solutions but also by some solutions that violate the logical constraints)?	2	Incomplete
2864005	5909217	Do you know the topology on $\mathbb{R}^2 / \sim$?	2	Incomplete
3438441	7069092	What properties of a plane do you know so far? Do you know that 3 points can uniquely define a plane? Can you find the normal vector to this plane?	2	Incomplete
2506844	5177559	How does your edit invalidate the example in my previous comment?	2	Incomplete
3423243	7039902	Sounds a little bit like dimension reduction techniques such as Principal Components Analysis. Do you have to vary the unimportant features, or could you just drop them altogether?	2	Incomplete
3974141	8198664	Do you have to pick an integer amount?	2	Incomplete
1109429	2262349	For least square, you usually need more data points. You have two parameters to determine, but only two data points? Can you get more points?	2	Incomplete
1490120	3035435	In which sense are you defining integration, Lebesgue or Riemann? In the Lebesgue sense this result is nonsensical, since $f 1_A$ will necessarily also be integrable if $f$ is.	2	Incomplete
3983968	8220608	Could you point to some of the particular materials since context might matter? Generally though, if $\gamma$ is not an integer and one has $\gamma = n + a$ for $n \in \mathbb{N}$ and $0 <a < 1$ then $C^\gamma$ is the space of $n$-times differentiable functions whose $n$-th derivative is $a$-Holder continuous. In the case where $\gamma$ is an integer, it is common in the SPDE literature to set $C^\gamma$ to be the slightly larger space of $(\gamma-1)$-times differentiable functions whose $(\gamma - 1)$-th derivative is Lipschitz.	2	Incomplete
773476	1605524	What do you mean by "p-commuting"? I never heard of this terminology.	2	Incomplete
256804	562385	Are the $f_n$ functions in the sequence continuous as well?	2	Incomplete
2693822	5566631	Did you linearize the system? Was the origin asymptotically stabel (AS)? If it is AS you can use the Lyapunov equation to come up with a quadratic Lapunov function.	2	Incomplete
3328971	6850153	Which textbook do you use?	2	Incomplete
2743090	5660006	Can you explain the notation you're using? i.e. what is $Y(x,y)$ ? is it the vector $Y$ dotted with the vector $(x,y)$? or is the vector $Y$ parameterized by $x$ and $y$?	2	Incomplete
3781715	7787245	Are you supposed to know the *Chinese remainder theorem*?	2	Incomplete
4118411	8516166	Do the "many things" include an integration by parts ?	2	Incomplete
1028281	2096454	Yeah what is it?	2	Incomplete
1018313	2078480	Can you give the actual copula and distributions?	2	Incomplete
2551179	5266874	Are $f$ and $g$ differentiable?	2	Incomplete
4029372	8319187	Hmm What is $x(t)$?	2	Incomplete
4218130	8833741	Where did you find the statement that $\beta$ is continuous?	2	Incomplete
1824477	3728975	what is your definition of compact set? Every open covering has a finite subcovering? I hope so, because that makes things more easy.	2	Incomplete
2605332	5379927	Can you find one minimal element?  Can you find a second?  You are correct that there are an infinite number of minimal elements.  A good way here is to describe the minimal elements and note that there are an infinite number meeting the description.	2	Incomplete
1807896	3693902	It would help if you give some context about your background in this subject.  For instance are you familiar with the concept of writing the matrix of a linear transformation in terms of a basis?  I really don't know what material you're comfortable with.	2	Incomplete
3476508	7147414	What do you mean by "positive and negative elements"?	2	Incomplete
2369004	4881796	What does $A=1$ mean?  Do you have a segment of length $1$ in your field?  if so then (by a standard abuse of the method) you can just translate that segment over to your line.  Or do you mean to say that you have a segment of length $\sqrt 2 -1$ and need to construct a segment of length $1$?	2	Incomplete
356166	765686	Your problem statement is nearly incomprehensible to me.  What is $u$ and $x$?  maybe a little detail on what you did might help.	2	Incomplete
3425527	7044289	It might have been a mistake to set $V = \mathbb R^n$, because the abstract case might be easier (there are fewer wrong directions to move in). What is your definition of $A^*$? Is $A$ not a linear transformation rather than a matrix?	2	Incomplete
3075109	6340082	The point is that $x_0$ is a solution of ${\cal L}[x]={\cal L}[x_0]$, the linear equation is not homogeneous. // In the given equation there is a lower bound for the period, and the period depends on the level of the energy function that the solution lives in. The level set and thus the solution are determined by the period. Is that mentioned in the book?	2	Incomplete
1997069	4100551	What is the definition of $E_\perp$? It looks like you are taking the projection, but the projection is idempotent, so I want to know the definition, then I can help you. Also, I need to know what setting you are working in (finite dimensions, inner product, etc.)	2	Incomplete
306999	665528	Aha, you should have started with that link.. Also, wikipedia says a different definition for quasi-commutative semigroup (http://en.wikipedia.org/wiki/Commutative_semigroup), but probably this is the same as in the paper. I still don't get what your exact question is and what do you mean by '*go inside* the theorem'?	2	Incomplete
4020987	8300914	If $u$ is a scalar, then $x$ is nothing but a number. Can you give more information? Where do you see this equation? What book are you reading?	2	Incomplete
1153546	2352348	Which part is giving you trouble?	2	Incomplete
1440505	2934335	What are the restrictions on $\beta$?	2	Incomplete
3842839	7927084	Context? What is $I_m$ ?	2	Incomplete
364173	781862	To be honest, your question is not clear to me. Do you want to prove that the first fundamental form is positive definite in a coordinate-free manner? When I said "impossible" I meant that in the form as the problem is stated this is, probably, not expected. Of course, one can show this in an invariant way, but using a different notation...	2	Incomplete
3267863	6719841	Is it Limit[Cos[2] (2 x) 2 x - 3, x -> Infinity] or Limit[Cos[2 (2 x) 2 x - 3], x -> Infinity] or Limit[Cos[(2 x)]^2 (2 x) - 3, x -> Infinity] or something else? How is one supposed to interpret that function definition - does the book give any clues on that?	2	Incomplete
2177480	4479103	So what have you tried or what is your question? Where do you get stuck?	2	Incomplete
888920	1835335	What's the definition of the normalizer?	2	Incomplete
1524410	3104210	Can you point to which definition of the Lie derivative you are interested in, if not the Lie bracket?	2	Incomplete
979714	2007907	What's your definition of Borel $\sigma$-algebra? The $\sigma$-algebra generated by the open sets?	2	Incomplete
1836917	3755655	What did you try?	2	Incomplete
1670267	3414574	What are probabilities of getting a null-value in the bin on a given turn? Small? Large?	2	Incomplete
3917525	8079429	I think you need to start by explaining your full setup in an [edit] to your question. What are all of your definitions? Specifically, what is a projective curve for you? Without having a common framework of definitions, it's really hard to have a productive conversation.	2	Incomplete
2265384	4659047	What is "this" in "... to estimate this"? You say "Some people argue that the answer is just 10" - but what in fact is the *question*?	1	Incomplete
3470338	7134417	If there are no poles inside the contour, what does that mean for the function?	1	Incomplete
2316924	4768198	what means "many examples"? If the book is devoted to analysis it cannot have too many examples of the same topic. In general the ideas of the theory are expanded in the exercises.	1	Incomplete
3209000	6602887	Is $H$ a subgroup of index $3$?	1	Incomplete
3754294	7722167	I think your solution is ok, however I'm not sure about the 'upper semicontinuous' part. How is that related to a real valued function $f$ being upper semicontinuous ($x\to a+0\implies f(x)\to f(a)$)?	1	Incomplete
903489	1863812	Just to understand it right, what is the size of the "boundary" if the graph has two or more connected components?	1	Incomplete
1255699	2551337	Can you provide background for math people who don't know CES fcns?: 0) are c, g > 0? 1) Why does the integral exist? are there conditions on c and g that make this happen? 2) Why does the arg min exist?	1	Incomplete
3188340	6561594	is $R$ a ring ?	1	Incomplete
4269428	8882478	I don't understand your question, what do you mean by "find all these functions"?	1	Incomplete
3103894	6396976	Can you explain what $+$ is here? Since you're summing a unit vector and a scalar. Note that this has no solutions even if I assume that $3 = 3(1,....,1)$, since then every component of the unit vector needs to be $-3/2$.	1	Incomplete
106497	249435	What do you mean by "the irreducibles of the lower degrees"?	1	Incomplete
1207322	2470648	Where do the sequences come from?	1	Incomplete
416536	893147	What do you mean by $\sum_n^x$ when $x$ is not an integer? And if $D_f$ only consists of integers, it's still not clear what you mean by the limit on the right hand side.	1	Incomplete
1111515	2266815	you cancel out $(a-b),(a-c),$ and $b-c)$?	1	Incomplete
1138868	2324267	Is there some context to determine what these variables actually mean?  This problem is annoyingly ambiguous.  What does it mean to repair a server at rate $\delta$?  What does it mean to breakdown at rate $\gamma$ ?  Probability of breakdown per customer?  Amount of breakdowns per unit time?  This problem seems to be a guessing game.	1	Incomplete
312270	676240	Sorry about ny question, but is there a definition of convergence of a sequence that's not assume a topology first?	1	Incomplete
3566998	7334728	your restrictions are a little unclear. no squares: That is, no two dominoes may be directly adjacent, ie, lying lined up with one another? If that's to be interpreted, then you may never have any configuration greater than 2x1? are we covering the table, or are partial covers allowed?	1	Incomplete
2529363	5223123	Of 1,..., n-k?  (or 1,..., n?)	1	Incomplete
1974777	4064390	Is $\sigma$ a constant in your formula?	1	Incomplete
749526	1561653	they are connected, so for any $i,j$ there is $n$ so that $A^n$ has positive entry in the place $i,j$... what do you mean by vertex transitive?	1	Incomplete
2874261	5932909	Could you please give me the names for the mappings (also for the embedding if that also has one)?	1	Incomplete
2150193	4422714	Can you illustrate the meaning of the numbers for $n=7$ ? I did not quite understand how to get them.	1	Incomplete
726346	1517088	What if the order of $G$ is $np^k$?	1	Incomplete
1405265	2862388	So you are using a generalized version of the $\binom{a}{b}$?	1	Incomplete
3581304	7363161	What do you know how to do? The standard way of calculating LCMs does not involve prime factorizations (as pointed out by Will Fagy, whose answer you have dismissed). If you have the prime factorizations, then the LCM is trivial to calculate. What are you really asking?	1	Incomplete
3655297	7511792	The rules are not clear.  Are you saying that no two balls can be next to each other or that the three balls can not be next to each other in a block?  That is, is $rgtbs$ a good ordering or not?	1	Incomplete
3887055	8016478	What is a $K_3$-group, and why are you assuming that everyone will know what it means?	1	Incomplete
4143513	8574528	What are your conditions on $f$ and $g$ ? Continuous ? Differentiable ?	1	Incomplete
1333215	2709001	Thoughts and workings? What approaches have you tried?	1	Incomplete
1580351	3216800	Where are your $s_i$s coming from? Also, if you could clean up your formatting (try to avoid using \text{} in your TeX) a bit so it's more easily readable, much appreciated.	1	Incomplete
1767939	3607999	How do you define $m\phi(b)$ ?	1	Incomplete
3069110	6327831	To put @lulu's comment differently, suppose instead you take the single ball out first. Does this change the result in any way?	1	Incomplete
2487512	5139225	What definition of the resultant are you using? In the matrix version, the degree is almost immediate by computation.	1	Incomplete
2736937	5648157	What is given and what is sought?	1	Incomplete
759396	1579033	Your basic strategy is sound. How are you going to choose $M_1$ and $M_2$?	1	Incomplete
3463401	7119860	I don;t understand the picture ... there seem to be corridors between some of the rooms (e.g. between 4 and 5) ... so the lack of a corridor seems to suggest that you can't move between them?  But then many rooms are isolated!  And if all rooms are supposed to have doors, so you can move between the 'islands', then what prevents the rector to just go 1,2,3,4,5,6,7,8,9,10,11? Also, do the symbols in the rooms mean anything relevant?	1	Incomplete
1066196	2168574	No, it's a bit more complicated, the closed unit ball of $C[0,1]$ has non-constant extreme points. Precisely what are the extreme points of $\{ z \in\mathbb{C} : \lvert z\rvert \leqslant 1\}$?	1	Incomplete
1670307	3407454	When you integrated $\int_0^1 (\pi-\sin^{-1}y)dy$, how $2/\pi$ appeared?	1	Incomplete
455336	979339	If this is contest math, would you mind adding the source?	1	Incomplete
3197646	6580807	I don't understand the step $$17^8\cdot 17^8\equiv 7\cdot 7\pmod {10}$$ Could you please elaborate?	1	Incomplete
2172422	4468056	What makes you think it is possible?	1	Incomplete
3990472	8235085	Is this a random measure, or the measure associated to a particular path?	1	Incomplete
1735091	3542550	Why do you start supposing that the presheaf $\mathcal F$ is contained in a sheaf $\mathcal S$?	1	Incomplete
4072983	8415529	What is the relation between $f(\phi)$ and $F(\phi)$, or is $F$ a misprint for $f$?	1	Incomplete
1899025	3896032	Can you define $j[A - A^*]$? What is this?	1	Incomplete
4368894	9126985	The real part at a minimum? Minimum of what?	1	Incomplete
3867615	7977173	This looks good. But why do you need lines 9-11 of the proof? Doesn't the display after "Multiplying through by 2 gives" follow from the equations given in lines 6-8?	1	Incomplete
3097912	6385251	But: where is (II)?	1	Incomplete
4426916	9264543	At the first glance your model looks o.k. So what is your question?	1	Incomplete
1114833	2273918	What do you mean when you say "but $\|F-\sum\limits^k_{i=1}f_iw_i\|\rightarrow0$"?	1	Incomplete
208999	474187	..what do you mean by 'straight line'? Is $M$ embedded in $\mathbb R^n$?	1	Incomplete
1876524	3846812	For the record, WHICH "line" of my posting do you have a problem with? $\qquad$	1	Incomplete
2829990	5835473	Are you allowed to use any theorems regarding convergence of random variables?	1	Incomplete
3598598	7397571	I get a eighth degree diophantine equation on $a$... Where did you find this problem?	0	Incomplete
67619	159821	Obviously you want $a \ne 0$.  In that case, $a \times b = a \times c$ implies $a \times (b-c) = 0$.  Which vectors have 0 cross product with $a$ ?	0	Incomplete
2569980	5306967	The degree is defined for elements of $A$, but what about elements of $A/I$? One element in $A/I$ can be represented by different polynomials in $A$ with different degrees. And what's this you're saying about "the inverse" of a nonconstant polynomial?	0	Incomplete
2093779	4303500	What is $nCp$?? Is it $\binom{n}{p}$?	0	Incomplete
4256164	8850990	Does the function $f$ possesses some concavity properties?	0	Incomplete
3025901	6239163	What is $\lambda*$?	0	Incomplete
2461597	5086376	What base log are you using?	0	Incomplete
1601951	3263960	And what is $C_2[-1,1]$? An unorthodox way to denote the space of twice continuously differentiable functions on $[-1,1]$? (The standard denotation of that would be $C^2([-1,1])$, or possibly without parentheses $C^2[-1,1]$.)	0	Incomplete
2099109	4317019	Is the upper limit of summation $n$ or $\infty$?	0	Incomplete
4100701	8477269	@Rider Sorry that I do not understand your comment "The perpendicular for triangle EOD is ED".  In $\triangle EFO, \sin \angle EOF=\sin (90^\circ +\theta)$.  All you said in your question is correct, except that "What I didnâ€™t get is how is sin theta = FE/OE"  - where does this "sin theta = FE/OE" come from?  If you can clarify this, that would be helpful.	0	Incomplete
3340835	6876205	What do you mean by "the first order condition of a convex function"? What would this condition be in the case of a convex function $g:\mathbb R^n \to \mathbb R$?	0	Incomplete
218692	536350	What kind of characterization are you looking for? I don't believe there's a simple representation, otherwise this would be a really good way of computing eigenvalues! You can, however, say the sum of eigenvalues of B is the sum of eigenvalues of A plus c.	0	Incomplete
2930379	6053353	How is $M_i$ defined? We don't have enough information to answer otherwise.	0	Incomplete
2183352	4491235	Are you using any textbook on ODE? Any textbook should have the proof that multiplying the ODE with integrating factor does not change the solutions of ODE.	0	Incomplete
2024441	4155141	No, I mean why do you think it is true that $\Phi(X)$ has a minimum element? But after your edit, I think it should be immediately clear.	0	Incomplete
1703251	3476133	What did you try?	0	Incomplete
3083937	6358088	is $\nabla^{2} f(x)=H$ constant?  In that case, your problem is simply unbounded!	0	Incomplete
2766123	5704533	Please type out the equations with MathJax. Currently it's not very clear. Are the lower case letters subindices or multiplication, or even just variable names with more than one letter?	0	Incomplete
2678410	5531943	It is unclear to me what is your question. For instance, what does $e^x$ represents geometrically when $x$ is a real number? Could you answer this question? To me, this is a meaningless question unless you specify what geometric would mean here. One can talk about 1-parameter subgroups and some would regard thus as algebra, some as geometry ...	0	Incomplete
1984661	4074332	Are you allowed to use L'Hospital's Rule for this problem?	0	Incomplete
4869	10543	Do you mean that one could try to define a complex integral inside, e.g. a rectangle $a\le\Re x\le b$ $\times$ $c\le\Im y\le d$ ?	0	Incomplete
4244024	8822207	What do you mean by connector/non-connector, planes quads, etc. ? Are the two objects identical ? Is each object a polyhedron ?  How do you draw these objects, with what software / computer language ?	0	Incomplete
1718540	3507795	$f(n)=n$ is a trivial solution. Can we see your proofs ?	0	Incomplete
462208	994897	Are $k,p,q$ each arbitrary positive integers, or are $p$ and/or $q$ meant to be prime?	0	Incomplete
3518215	7235478	For $x$ is closed to $0$?	0	Incomplete
1895180	3887488	Is each part required to be a single interval?	0	Incomplete
3218916	6622457	What exactly does $\sum^{*}$ mean here?	0	Incomplete
2492520	5148604	Can you perhaps justify further why you feel that left-continuity immediately implies that the set in question is a union of intervals? That, I feel, is really the heart of the question.	0	Incomplete
2131459	4400260	There is not enough information to answer your question.  What kind of curve is it?  Is it part of a parabola?	0	Incomplete
3218851	6622300	The map is not yet defined on all vectors of $V$. How does it map $a+b$, for example?	0	Incomplete
151113	347943	What is the general term of your sequence?	0	Incomplete
1615228	3292410	Where is $n$ in your question?	0	Incomplete
2730495	5635446	I don't understand the down vote.  The OP stated his question clearly and showed his work.  What more do you want?	0	Incomplete
894705	1846854	What does your notation $\{x_n\}\mathbb Z$ mean?  Any interpretation I could think of results in a countable set, which makes it unlikely to describe all dense sets.	0	Incomplete
2171261	4465740	"In a shelf there are two books of five different subjects. Compute the probability of none of the books keep together of the same subject." Are there 2 or 10 books? What do you mean by "books keep together"? Etcetera.	0	Incomplete
3206464	6597423	Exactly what is confusing you?	0	Incomplete
2306188	4745202	Well, even assuming that for some specific set of numerical values of $a,b,c$ and $d$, that that's true, what's the question?	0	Incomplete
3967349	8183477	What is $x_f$ ?	0	Incomplete
2429723	5018636	I know what a correlation matrix is, but not what the problem is that you refer to.  What is it?	0	Incomplete
2706193	5587644	What do you mean by convex icosahedron? You could use the symmetry of the object and split the volume into 20 equal parts or better pyramids. Then determine the volume of the pyramid, which can be parametrized in order to calculate it via a integral.	0	Incomplete
4359301	9102769	What is your definition of a submanifold?	0	Incomplete
2673167	5521245	What book ? The proof relies on the proof system to be used.	0	Incomplete
4229686	8785915	When you say classify, do you mean translation, reflections, rotations and so on? And it is not clear what is to be "discussed".	0	Incomplete
2921708	6035869	How do you justify the first inequality? Note that $ue^{-2x}\le u$ only if $u\ge0$, and $\left(1+\frac{(-x)^{27}}n\right)$ is not positive over the whole of $(0,n)$.	0	Incomplete
1211356	2464449	Your example shows only that the weakest topology where constant functions are continuous is the trivial topology (which is the weakest topology possible), so what's your question about this example?	0	Incomplete
4152580	8597307	Are there any underlying principle that you expect complex integral shall obey?	0	Incomplete
8830	19034	What, exactly, are these papers?	0	Incomplete
2613945	5398503	What does â€œsequentialâ€ mean?	0	Incomplete
49492	110728	What do you mean what does it represent? There's no new notation or terminology there, and I assume you know what a logarithm is. Maybe have a look at http://en.wikipedia.org/wiki/Telescoping_series	0	Incomplete
2194759	4515588	Don't you have a third condition: "above the xy plane"?	0	Incomplete
486850	1047822	What is the category you're working with? What kind of use do you want out of the category? I'm just interested about why you're not interested in applications to programming, for instance. I doubt your exponential objects are going to cook your lunch!	0	Incomplete
4241465	8814305	Ok. But then the sizes of $A_i$ and $A$ might differ.. How could they be ever equal?	0	Incomplete
980710	2009668	What if $a+b+c=0$?	0	Incomplete
1513355	3082212	i reelly don't understand what you mean?	0	Incomplete
1425165	2903164	Does the result of the dice throw matter at all?	0	Incomplete
3154567	6496576	What are the exact definitions of "countably additive" and "finitely additive"?	0	Incomplete
458162	1565495	What is the original version of  Markov-Kakutani fixed point theorem?	0	Incomplete
3032917	6253691	Did you prove that the $\cos$ function is continuous?	0	Incomplete
1117255	2279299	How did you get your answers?	2	Others
638245	1345914	so @Daniel actual problem is :is your believe correct or other assumption? :D it is just for  funy	0	Others
513883	1101510	It's theorem 12.36 in Rudin. Shall I reproduce the proof, or do you prefer to look it up yourself?	3	Others
2147394	4418288	How does the fire spread beyond the initial trench when it reaches $(x,y) =(8,0)$ in your linked figure?	3	Others
304321	659612	Are you going to mark your other questions as solved?	3	Others
4052639	8370942	Why then don't you correct your question ?	3	Others
2912211	6015906	What is the difference to what I have written?	3	Others
1026154	2092747	Does it mean this is a homework which we are supposed to do?	3	Others
2765615	5703636	This is a bit of an advanced topic for a group theory novice, no?	2	Others
762472	1584819	Do you know calculus?	2	Others
618642	1303119	If you imagine playing this game (with the cards lying face-down), would you really expect to win 20$?	2	Others
2457556	5077734	Why would you suspect that the method is invalid?	1	Others
805867	1666147	Hi I'm back still need help?	1	Others
2317108	4768559	I agree, this is a curious question. The next one being: "what is the third connected component" ?	1	Others
1806670	8141773	Why isn't the answer accepted?	0	Others
518129	1111045	How far did you get? Along the lines of the hint, I mean.	0	Others
655776	1382668	almost see my remark to your earlier question, it depends on the logic and other more curious things, PS why a new question?	0	Others
4041484	8346366	All this "vertically down from left to right" only serves to make your point much harder to see. Why don't you just write each set of numbers in one row? Then you can simply say "left to right" or "right to left" and be easily understood.	3	Suggestion
2192490	4510588	Do you need to vary all 3 coordinates? i.e. can't you have it rotating around the centre in a plane?	3	Suggestion
1326563	2695334	Why not just say $\frac{(1-x^{2})^{n}}{(1-x)^{n}}=\frac{((1-x)(1+x))^{n}}{(1-x)^{n}}=(1+x)^{n} \frac{(1-x)^{n}}{(1-x)^{n}}=(1+x)^{n}$?	3	Suggestion
3412583	7018637	Are you familiar with asymptotic distributions of maximum likelihood estimators? Asymptotic normality?	3	Suggestion
1313778	2668842	Yes. And does $\psi_N$ do that?	3	Suggestion
191290	440787	Did you show that $5/3 + 1 = 8/3 < (5/3)^2$?	3	Suggestion
197301	452393	What's stopping you from using any of the techniques you've learned for solving a system of two equations in two variables?	3	Suggestion
1724096	3519862	Do you already know the fact that the number of rooted plane trees on $n+1$ vertices, without any restriction on the degree of the root, is the Catalan number $C_n=\frac1{n+1}\binom{2n}n$?	3	Suggestion
2594626	5357110	Do you already know about Hadamard's product theorem, order and genus of entire functions?	3	Suggestion
2752911	5679231	You are correct that there will be more and more terms. But we know exactly how many terms. And we know what all the terms are. It's a geometric sum. Do you know how to calculate a geometric sum?	3	Suggestion
3594870	7391473	@quixotrykd If you click on the reference shown exactly at the end of the phrase that you quote, it leads you to a PDF from which I got the information that I wrote on the comment :)  It makes sense. Can you prove $\exists x.p(x)\vDash p(A)$?  Btw, before you apply skolemization, all you need is to have the formula in prenex normal form.	3	Suggestion
2196953	4520358	You need  $\displaystyle \int\limits_\text{whole plane} f(x,y)\, d(x,y) = 1.$ If you find $\displaystyle \int\limits_\text{whole plane} f(x,y)\, d(x,y) = a \times \text{something},$ then you need $a\times\text{something} = 1,$ and from that you can find what $a$ is. Were you aware that that is what you need to do? If so, at what point did you run into difficulty doing it? $\qquad$	3	Suggestion
2458199	5079063	The left hand side divides the right hand side. Can you see why?	3	Suggestion
2443509	5047798	IMO this means you can take each digit known in keystream, and get 5 equations - one for each digit. Eg set $i=1$ as first known digit in  keystream. Then $Z_3=C_0Z_1+C_1Z_2=0=C_0+C_1$ etc. Can you then solve the equations for $C_0$ and $C_1$?	3	Suggestion
2565157	5294359	Have you checked this?: https://en.wikipedia.org/wiki/Quartic_function#Solving_a_quartic_equation	3	Suggestion
2140869	4403384	Have you heard of eigenvalues and eigenvectors?	3	Suggestion
371420	795884	Start small. If there is only one coin, then who wins? What about if there are two coins? And three coins? You should see a pattern emerge for each $3$ extra coins.	3	Suggestion
1038627	2116603	Ok, take $D = \{1\}$, which ideal extends to the ideal $D^{-1}R$?	3	Suggestion
2027872	4162042	Have you ever heard of the multiplication principle of counting?  Have you ever heard of permutations?  Can you see why part (a) is like asking "With $A=\{1,2,\dots,m\}$ and $B=\{a,b,\dots,n\}$, how many strings of length $m$ using letters from $B$ exist where letters aren't repeated?"	3	Suggestion
3315327	6821111	This is the correct approach. To show completeness, did you setup the equation $E_{\theta}(g(S))=0$ for all $\theta$ and for some function $g$? Can you show, as per definition, that $g(S)=0$ with probability 1?	3	Suggestion
1763321	3598481	Have you tried using the hint given in the book?	2	Suggestion
1392441	2834772	In principle, yes.  Can you show that you can remove a vertex without disconnecting the graph?	2	Suggestion
702032	1470278	You can write it as a finite sum of digamma functions. Is that what you would want?	2	Suggestion
1707224	3484693	Calculate how long the race will last:  (3,000/4 = 750 units of time).  Calculate when A will first meet B.  (x = ???? I dunno... you said you did it).  For all frames of reference everything is exactly like the start of the race.  So A will meet B in 2x,3x, etc.  How many times total?  750/x, of course.	2	Suggestion
4421822	9253085	Any hint?  Well $f(x)=x$ is uniformly continuous on $[0,\infty)$.	2	Suggestion
693009	1452255	If $n=4$, from the description then the only edge would be $\{1,4\}$. Then $G$ is not connected?	2	Suggestion
3681402	7564960	Like $w_1=c_1v_1+c_2v_2$ then solve $v_i.(x-w_1)=0$ for $c_1,c_2$. Should I expand it to a full answer?	2	Suggestion
4220927	8763890	This is really more properly a physics se post, but while you're here: you can save yourself some hassle by realizing that the net force has to point along the z-axis (why?).	2	Suggestion
448803	964209	For calibration: You're aware that $\langle A, B\rangle$ is (essentially) the Euclidean inner product on $\mathfrak{u}(n)$, and that left multiplication in a Lie group uniquely extends multilinear functions on the Lie algebra to global tensor fields?	2	Suggestion
1868846	3828547	does an algorithm in time $n\times m$ help?	2	Suggestion
3277216	6741716	Did you try Zimmer's book?	2	Suggestion
345351	743012	Do you know that $e^x = \sum \frac{x^n}{n!}$?	2	Suggestion
3391934	6978077	Are you familiar with [skeletons](https://en.wikipedia.org/wiki/Skeleton_(category_theory))? Every category has skeleton(s) and is equivalent with each skeleton. This can be proved in general setting and then be applied to your case. It then only remains to be shown that the skeleton in your case is small.	2	Suggestion
